trial_id,objective,graph.topo_preprocess,graph.k,graph.topo_k,graph.topo_pca_dim,graph.topo_min_persistence,detector.topo_cov_shrinkage,detector.topo_percentile
12,0.619358,pca,8,28,5,0.000215184,1.80093e-06,88.7769
3,0.615312,none,8,14,12,0.000348887,0.0120364,90.0857
15,0.615312,pca,8,33,7,1.19304e-06,0.0120457,93.6342
13,0.614965,none,8,15,28,7.47516e-07,0.072121,94.843
11,0.584288,none,10,15,24,4.30519e-06,0.0939722,92.151
14,0.562431,none,14,20,12,0.000405595,0.0224644,92.3889
8,0.542344,none,48,69,2,1.04179e-08,5.58118e-05,86.0267
2,0.534844,pca,53,87,10,0.000879136,0.000203079,98.8762
4,0.529722,pca,111,88,24,4.74268e-06,2.17849e-06,80.4467
9,0.527622,none,63,60,8,0.00062599,0.000173749,87.0188
