trial_id,objective,graph.topo_preprocess,graph.k,graph.topo_k,graph.topo_pca_dim,graph.topo_min_persistence,detector.topo_cov_shrinkage,detector.topo_percentile
1,0.838961,pca,83,8,41,1.85429e-05,1.12213e-05,84.8883
14,0.785714,none,54,21,30,1.51583e-05,2.35837e-05,97.9702
11,0.745455,pca,69,15,10,1.64482e-07,3.74175e-05,94.6231
3,0.732468,none,8,14,12,0.000348887,0.0120364,90.0857
12,0.732468,none,12,26,2,0.000195193,2.65106e-06,83.3333
5,0.649351,pca,102,59,38,3.00216e-08,2.46689e-05,90.6834
4,0.620779,pca,111,88,24,4.74268e-06,2.17849e-06,80.4467
9,0.537662,none,63,60,8,0.00062599,0.000173749,87.0188
15,0.519481,pca,119,55,64,1.56194e-07,0.0275178,93.9123
7,0.518182,pca,73,85,42,1.91301e-06,0.000218742,88.6021
