trial_id,objective,graph.topo_preprocess,graph.k,graph.topo_k,graph.topo_pca_dim,graph.topo_min_persistence,detector.topo_cov_shrinkage,detector.topo_percentile
4,0.762987,pca,111,88,24,4.74268e-06,2.17849e-06,80.4467
13,0.762338,pca,119,33,8,5.2627e-05,0.0178733,96.0944
14,0.761688,none,114,116,39,0.000933445,0.000125384,90.7081
15,0.761039,none,113,96,4,3.00135e-08,0.00189806,97.7991
10,0.76039,pca,104,54,38,3.79278e-07,0.00217036,85.9142
5,0.759091,pca,102,59,38,3.00216e-08,2.46689e-05,90.6834
11,0.759091,pca,103,65,38,3.56614e-05,1.23368e-05,86.2439
12,0.754545,pca,85,10,44,0.000395688,3.82855e-06,86.3502
1,0.752597,pca,83,8,41,1.85429e-05,1.12213e-05,84.8883
6,0.752597,none,83,68,61,3.51536e-07,0.0140192,96.6645
